query_id,language,query,tool_labels,difficulty
RT020021,en,"I'm travelling solo. Compare local public-transport tickets in Lyon for a 3-day trip. Then find restaurants in Lyon, preferably bakery/café, rated at least 4.5.",restaurant|transport,multi
RT145025,en,"I'm planning this for a spring break. How should I get around Reykjavik for 10 days? On top of that, suggest places worth visiting in Reykjavik with tickets under 35 EUR.",attractions|transport,multi
RT125088,hu,Az ár-érték arány fontosabb a luxusnál. Ajánlj vacsorahelyeket Cologne városában. Első alkalommal megyek.,restaurant,single
RT114654,hu,"Egy gyakorlati kérdés: Szükségem van egy jó szállásra Zagreb városában 3 éjszakára. Ha már itt tartunk, milyen nyelvre és pénznemre készüljek Zagreb városában?",hotel|location,multi
RT040121,en,"Help me shortlist hotels in Split: 1 nights, max 170 EUR/night.",hotel,single
RT127672,en,"I'm planning this next week. I'd rather keep the plan flexible. Before I book the rest of the trip, Find museums, parks or historic places in Rome. Then will I need an umbrella in Rome over the next 7 days?",attractions|weather,multi
RT011229,hu,"Egy tavaszi kiruccanásra készülök. Családdal utazom. Mielőtt mindent lefoglalok, Mutasd a metró-, busz- és bérletlehetőségeket Dubrovnik városában. És várható eső Dubrovnik környékén a 10 napos utam alatt? Legyen inkább praktikus a válasz.",transport|weather,multi
RT096533,en,I'm planning a trip. Fill half a day in Cologne with attractions. Then i'm packing for Cologne; what conditions should I expect for 6 days?,attractions|weather,multi
RT227255,en,I'm planning this for a spring break. Which sights would you prioritise in Madrid? I prefer practical options.,attractions,single
RT166272,hu,Páros utazás lesz. Milyen nyelvre és pénznemre készüljek Istanbul városában?,location,single
RT189366,hu,"Szeretném rendesen megtervezni az utat. Keress szállást Bucharest városában 7 éjszakára, 80 EUR/éj alatt. Továbbá milyen nyelvre és pénznemre készüljek Bucharest városában?",hotel|location,multi
RT027189,en,Tell me the local currency and timezone for Bucharest. I prefer practical options.,location,single
RT155283,hu,Hol egyek Vilnius városában körülbelül 54 EUR/fő keretből?,restaurant,single
RT127445,hu,10 napot töltök Geneva városában; milyen időre készüljek?,weather,single
RT013184,hu,"Épp összeállítom a programomat. Jó éttermeket keresek Krakkó városában, maximum 54 eurós étkezéssel. Emellett mennyibe kerül a helyi közlekedés Krakkó városában 9 napra? Tartsd be a fenti kereteket.",restaurant|transport,multi
RT173296,hu,"Rugalmas programot szeretnék. Számolj közlekedési keretet Zurich városára 2 napra. Arra is szükségem van, hogy melyik országban van Zurich, és milyen pénzt használnak?",location|transport,multi
RT161944,hu,Egy tavaszi kiruccanásra készülök. Hol lehet jót enni Vilnius városában?,restaurant,single
RT006801,hu,Egy közelgő útra készülök. Mit érdemes tudnom Brussels városáról indulás előtt?,location,single
RT184514,en,"How should I get around Zagreb for 10 days? Then find good bakery/café restaurants in Zagreb under 51 EUR each. Also, is Zagreb likely to be rainy during a 10-day visit?",restaurant|transport|weather,multi
RT164437,en,"I'm planning this later this month. I'm planning a trip. Find museums, parks or historic places in Florence. This is for a first visit.",attractions,single
RT031882,en,"I'm planning this for a spring break. What should I see in Salzburg? Also, give me destination facts for Salzburg. Please use the constraints above.",attractions|location,multi
RT131019,en,"I'm planning this for a spring break. I don't mind walking. Find restaurants in Milan, preferably Middle Eastern, rated at least 3.8. Next, can I move around Milan without a car, and what will it cost for 7 days? Next, i need practical local information about Milan. Also, find museums, parks or historic places in Milan.",attractions|location|restaurant|transport,multi
RT050113,en,"I'm planning this later this month. Compare local public-transport tickets in Prague for a 2-day trip. And i need practical local information about Prague.; what's the weather looking like in Prague for 2 days? Also, suggest places worth visiting in Prague with tickets under 15 EUR.",attractions|location|transport|weather,multi
RT007199,hu,Kulturális programokat keresek Riga városában. Első alkalommal megyek.,attractions,single
RT083470,en,"Before I book the rest of the trip, Find somewhere to stay in Barcelona for 7 nights under 150 EUR per night.; find museums, parks or historic places in Barcelona. Then show metro, bus and pass options for Barcelona.",attractions|hotel|transport,multi
RT162208,en,"I'm planning this next week. Where can I sleep in Dublin for 1 nights without going over 150 EUR a night? On top of that, find restaurants in Dublin, preferably Mediterranean, rated at least 4.0. And is Dublin likely to be rainy during a 1-day visit?",hotel|restaurant|weather,multi
RT203915,hu,"Családdal utazom. Mielőtt mindent lefoglalok, Tervezd meg a helyi utazásomat Zagreb városában. Étteremajánlásra nincs szükségem.",transport,single
RT210011,hu,"Mielőtt mindent lefoglalok, Első utazás előtt mit kell tudni Nicosia városáról?; hogyan töltenél egy városnézős napot Nicosia városában? Első alkalommal megyek.",attractions|location,multi
RT150967,hu,Szeretném rendesen megtervezni az utat. Ajánlj 3.5+ értékelésű szállást Zagreb városában 210 EUR alatt. Emellett ajánlj vacsorahelyeket Zagreb városában.,hotel|restaurant,multi
RT186745,hu,"Még ebben a hónapban készülök. Mennyibe kerül a helyi közlekedés Naples városában 3 napra? És 3 éjszakára kell hotel Naples városában, maximum 160 euróért éjszakánként. Nem szeretnék felesleges kerülőket.",hotel|transport,multi
RT073807,en,"We're travelling as a couple. Find museums, parks or historic places in Skopje. Next, what transit pass makes sense in Skopje for 9 days?",attractions|transport,multi
RT102668,en,I'd rather keep the plan flexible. Find good vegan restaurants in Thessaloniki under 30 EUR each.,restaurant,single
RT065076,en,"This is a first visit. Find museums, parks or historic places in Barcelona. Next, i need practical local information about Barcelona.; find somewhere to stay in Barcelona for 3 nights under 100 EUR per night. Please keep the answer concise.",attractions|hotel|location,multi
RT133487,hu,"Ezen a hétvégén készülök. Inkább praktikus megoldásokat keresek. Épp összeállítom a programomat. Keress szállást Sarajevo városában 9 éjszakára, 110 EUR/éj alatt. Ezután hol lehet jót enni Sarajevo városában? Ha már itt tartunk, várható eső Sarajevo környékén a 9 napos utam alatt?",hotel|restaurant|weather,multi
RT110129,en,I'd rather keep the plan flexible. I need food recommendations in Malta; keep meals below 30 EUR.,restaurant,single
RT007525,en,We're travelling as a couple. A practical question: I need food recommendations in Dubrovnik; keep meals below 18 EUR. Please use the constraints above.,restaurant,single
RT119550,hu,"Szeretném rendesen megtervezni az utat. Adj gyakorlati információkat Dublin városáról: pénznem, nyelv és időzóna. Első alkalommal megyek.",location,single
RT178423,hu,"Egy rövid utazásra készülök. Nem gond, ha sokat kell sétálni. Egy gyakorlati kérdés: Kulturális programokat keresek Riga városában. Nem szeretnék felesleges kerülőket.",attractions,single
RT003308,en,"I'm planning this for an upcoming trip. Help me plan this properly. Check the forecast in Florence for my 6-day stay. On top of that, compare local public-transport tickets in Florence for a 6-day trip. On top of that, fill half a day in Florence with attractions. And i need practical local information about Florence. Please use the constraints above. I already booked my hotel, so don't search accommodation.",attractions|location|transport|weather,multi
RT016863,en,I want culture and interesting sights in Krakow; what do you recommend?,attractions,single
RT054276,en,"It's a short city break. Which country, currency and language should I expect in Paris?; what's the weather looking like in Paris for 4 days? I also need this: build a sightseeing list for Paris, especially museums and landmarks.",attractions|location|weather,multi
RT103233,en,Quick travel question: What's the weather looking like in Brussels for 9 days?,weather,single
RT183016,hu,"Egy gyakorlati kérdés: Nézd meg Split 8 napos időjárás-előrejelzését. Arra is szükségem van, hogy mutass szobákat Split városában 8 éjre legfeljebb 230 euróért. És kulturális programokat keresek Split városában. Tartsd be a fenti kereteket.",attractions|hotel|weather,multi
RT170846,hu,"Mielőtt mindent lefoglalok, Keress szállást Seville városában 1 éjszakára, 170 EUR/éj alatt. Emellett milyen hőmérsékletre és csapadékra számítsak Seville városában? Étteremajánlásra nincs szükségem.",hotel|weather,multi
RT190154,en,"Give me dinner options in Gdansk with a budget around 33 EUR. Also, estimate public transport costs in Gdansk for 6 days.; suggest places worth visiting in Gdansk with tickets under 20 EUR. And will I need an umbrella in Gdansk over the next 6 days?",attractions|restaurant|transport|weather,multi
RT210285,en,I'm planning this next week. Point me to vegan food in Stockholm. Please keep the answer concise.,restaurant,single
RT206467,en,"I'd rather keep the plan flexible. What sort of conditions are forecast for Stockholm across 8 days? Next, give me a compact list of things to explore in Stockholm. Then give me currency/language/time-zone basics for Stockholm.",attractions|location|weather,multi
RT206963,en,"Give me currency/language/time-zone basics for Oslo. On top of that, accommodation needed in Oslo for 9 nights, preferably 3.5+ and no more than 150 EUR.; how would you spend sightseeing time in Oslo?",attractions|hotel|location,multi
RT209991,en,"A practical question: Which fare product should I buy for Hamburg over 10 days?; accommodation needed in Hamburg for 10 nights, preferably 4.2+ and no more than 220 EUR. A short ranked list is enough.",hotel|transport,multi
RT109735,en,"What should I know about Prague before I arrive? Also, where should I eat in Prague for about 54 EUR per person? Also, find museums, parks or historic places in Prague.",attractions|location|restaurant,multi
RT046803,hu,"Még ebben a hónapban készülök. Mit érdemes megnézni Dubrovnik városában? Továbbá milyen nyelvre és pénznemre készüljek Dubrovnik városában? A szállás már megvan, hotelt ne keress.",attractions|location,multi
RT151324,hu,"Mielőtt mindent lefoglalok, 3 éjszakára kell hotel Istanbul városában, maximum 180 euróért éjszakánként.",hotel,single
RT037684,en,"Before I book the rest of the trip, I'm packing for Belgrade; what conditions should I expect for 10 days? And show accommodation in Belgrade for 10 nights with a nightly cap of 130 EUR. I also need this: what should I see in Belgrade? Please keep the answer concise.",attractions|hotel|weather,multi
RT019773,en,I need food recommendations in Luxembourg; keep meals below 36 EUR.,restaurant,single
RT105774,hu,"Szeretnék viszonylag központi helyeket. Mutasd a metró-, busz- és bérletlehetőségeket Berlin városában. Végül milyen idő várható Berlin városában 2 napig?",transport|weather,multi
RT067332,en,I'm planning this for an upcoming trip. Give me dinner options in Sarajevo with a budget around 18 EUR.,restaurant,single
RT114716,en,"I'm planning a trip. Estimate public transport costs in Brussels for 4 days. Next, i need practical local information about Brussels. On top of that, build a sightseeing list for Brussels, especially museums and landmarks.",attractions|location|transport,multi
