query_id,query,tool_labels,city,difficulty
CH000211,"Mi az, amit kár lenne kihagyni Warsaw városában? Hol vacsoráznál Warsaw városában?",attractions|restaurant,Warsaw,indirect_noisy
CH000212,A szállás kérdése még nyitott Riga városában.; Fill an afternoon in Riga with worthwhile stops.,attractions|hotel,Riga,indirect_noisy
CH000213,A repülőjegy már megvan. Szabadtéri programhoz milyen körülmények lesznek Amsterdam városában? I haven't sorted a base in Amsterdam yet.,hotel|weather,Amsterdam,indirect_noisy
CH000214,Would outdoor plans be risky in Valencia?,weather,Valencia,indirect_noisy
CH000215,Érkezés előtt mik a legfontosabb helyi tudnivalók Brussels városáról?,location,Brussels,indirect_noisy
CH000216,Mivel töltenél el egy délutánt Hamburg városában?,attractions,Hamburg,indirect_noisy
CH000217,"Most leszek ott először. Mi a legegyszerűbb módja, hogy bejárjam Split városát?",transport,Split,indirect_noisy
CH000218,I'm flexible on timing. Give me the local basics before I land in Salzburg.,location,Salzburg,indirect_noisy
CH000219,Kellene egy jó hely enni Warsaw városában.,restaurant,Warsaw,indirect_noisy
CH000220,Elázhatok Nicosia városában?,weather,Nicosia,indirect_noisy
CH000221,Legyen praktikus. Nem lesz autóm Krakkó városában; hogyan járjak?,transport,Krakow,indirect_noisy
CH000222,Keep it practical. Brief me before I arrive in Thessaloniki.,location,Thessaloniki,indirect_noisy
CH000223,A repülőjegy már megvan. Elázhatok Split városában?,weather,Split,indirect_noisy
CH000224,Kellene egy jó hely enni Berlin városában.,restaurant,Berlin,indirect_noisy
CH000225,"Milyen alapinformációkat tudjak Bécs városáról? / Szabadtéri programhoz milyen körülmények lesznek Bécs városában? Az étkezés megvan, éttermet ne ajánlj.",location|weather,Vienna,indirect_noisy
CH000226,Az időzítés rugalmas. Would outdoor plans be risky in Riga? Még nincs hol aludnom Riga városában.,hotel|weather,Riga,indirect_noisy
CH000227,I already have flights. I won't have a car in Malta; how do I move around?,transport,Malta,indirect_noisy
CH000228,Elázhatok Zurich városában? / Még nincs hol aludnom Zurich városában.,hotel|weather,Zurich,indirect_noisy
CH000229,Give me reasons to leave the hotel in Copenhagen. Will the weather ruin outdoor plans in Copenhagen?,attractions|weather,Copenhagen,indirect_noisy
CH000230,"Mivel töltenél el egy délutánt Salzburg városában? A szállás már megvan, hotelt ne keress.",attractions,Salzburg,indirect_noisy
CH000231,This is my first time there. Give me the local basics before I land in Oslo.,location,Oslo,indirect_noisy
CH000232,az időzítés rugalmas a szállás kérdése még nyitott warsaw városában find me a table worth booking in warsaw,hotel|restaurant,Warsaw,indirect_noisy
CH000233,"Az időzítés rugalmas. Elázhatok Riga városában? / Mi az, amit kár lenne kihagyni Riga városában?",attractions|weather,Riga,indirect_noisy
CH000234,Should I pack an umbrella for Thessaloniki?,weather,Thessaloniki,indirect_noisy
CH000235,What's the smartest way to get around Seville?,transport,Seville,indirect_noisy
CH000236,I still need somewhere to sleep in Dubrovnik.; Mivel töltenél el egy délutánt Dubrovnik városában?; Hová ülnél be enni Dubrovnik városában?,attractions|hotel|restaurant,Dubrovnik,indirect_noisy
CH000237,"I'm flexible on timing. Am I likely to get soaked in Vienna? Also, What's the smartest way to get around Vienna?",transport|weather,Vienna,indirect_noisy
CH000238,I already have flights. Where would you actually go for dinner in Stockholm?,restaurant,Stockholm,indirect_noisy
CH000239,Give me the local basics before I land in Ljubljana. Am I likely to get soaked in Ljubljana?,location|weather,Ljubljana,indirect_noisy
CH000240,This is my first time there. Find me a table worth booking in Zurich.,restaurant,Zurich,indirect_noisy
CH000241,I'm trying to travel light. Give me the local basics before I land in Paris. Am I likely to get soaked in Paris?,location|weather,Paris,indirect_noisy
CH000242,This is my first time there. Find me a table worth booking in Bologna.,restaurant,Bologna,indirect_noisy
CH000243,"where would you actually go for dinner in edinburgh? also, milyen alapinformációkat tudjak edinburgh városáról?",location|restaurant,Edinburgh,indirect_noisy
CH000244,"Mi az, amit kár lenne kihagyni Róma városában?",attractions,Rome,indirect_noisy
CH000245,Gyors helyi eligazítást kérek Porto városáról. Miket néznél meg elsőként Porto városában?,attractions|location,Porto,indirect_noisy
CH000246,Where would you actually go for dinner in Budapest? Nem lesz autóm Budapest városában; hogyan járjak?,restaurant|transport,Budapest,indirect_noisy
CH000247,I already have flights. I still need somewhere to sleep in Innsbruck.,hotel,Innsbruck,indirect_noisy
CH000248,I'm trying to travel light. Would outdoor plans be risky in Barcelona?; I need somewhere good to eat in Barcelona.,restaurant|weather,Barcelona,indirect_noisy
CH000249,Should I pack an umbrella for Florence?,weather,Florence,indirect_noisy
CH000250,"Szabadtéri programhoz milyen körülmények lesznek Venice városában? A szállás már megvan, hotelt ne keress.",weather,Venice,indirect_noisy
CH000251,I'm trying to travel light. I need somewhere good to eat in Vilnius.,restaurant,Vilnius,indirect_noisy
CH000252,Keep it practical. Brief me before I arrive in Sofia.,location,Sofia,indirect_noisy
CH000253,Kevés csomaggal megyek. Érkezés előtt mik a legfontosabb helyi tudnivalók Bologna városáról? / Kellene egy jó hely enni Bologna városában. / Mivel töltenél el egy délutánt Bologna városában?,attractions|location|restaurant,Bologna,indirect_noisy
CH000254,"A szállás kérdése még nyitott Lyon városában. Az étkezés megvan, éttermet ne ajánlj.",hotel,Lyon,indirect_noisy
CH000255,Mivel töltenél el egy délutánt Lyon városában? / Még nincs hol aludnom Lyon városában.,attractions|hotel,Lyon,indirect_noisy
CH000256,Legyen praktikus. Milyen alapinformációkat tudjak Split városáról? I still need somewhere to sleep in Split.,hotel|location,Split,indirect_noisy
CH000257,Kellene egy bázis Bratislava városában az éjszakákra.,hotel,Bratislava,indirect_noisy
CH000258,Legyen praktikus. Hová ülnél be enni London városában?; Help me avoid taxis in London.; Még nincs hol aludnom London városában.,hotel|restaurant|transport,London,indirect_noisy
CH000259,"I'm flexible on timing. I need a roof over my head in Zurich. Also, Should I pack an umbrella for Zurich?",hotel|weather,Zurich,indirect_noisy
CH000260,A repülőjegy már megvan. Kellene egy jó hely enni Nice városában. Miket néznél meg elsőként Nice városában?,attractions|restaurant,Nice,indirect_noisy
CH000261,Kellene egy jó hely enni Split városában.; Nem lesz autóm Split városában; hogyan járjak?,restaurant|transport,Split,indirect_noisy
CH000262,"Fill an afternoon in Lisbon with worthwhile stops. Also, I need somewhere good to eat in Lisbon.",attractions|restaurant,Lisbon,indirect_noisy
CH000263,I'm flexible on timing. I haven't sorted a base in Nice yet.,hotel,Nice,indirect_noisy
CH000264,"I already have flights. Where would you actually go for dinner in Dublin? Also, What's the smartest way to get around Dublin?",restaurant|transport,Dublin,indirect_noisy
CH000265,I'm flexible on timing. I still need somewhere to sleep in Munich.; What would you not skip in Munich?,attractions|hotel,Munich,indirect_noisy
CH000266,Kellene egy jó hely enni Nicosia városában.,restaurant,Nicosia,indirect_noisy
CH000267,Kabát vagy esernyő legyen nálam Lisbon városában?; What's the smartest way to get around Lisbon?,transport|weather,Lisbon,indirect_noisy
CH000268,"Kevés csomaggal megyek. Kellene egy bázis Nicosia városában az éjszakákra. Az étkezés megvan, éttermet ne ajánlj.",hotel,Nicosia,indirect_noisy
CH000269,Should I pack an umbrella for Cologne?,weather,Cologne,indirect_noisy
CH000270,Kevés csomaggal megyek. Nem lesz autóm Párizs városában; hogyan járjak? Should I pack an umbrella for Paris?,transport|weather,Paris,indirect_noisy
CH000271,"I already have flights. Give me reasons to leave the hotel in Edinburgh. Also, Would outdoor plans be risky in Edinburgh?",attractions|weather,Edinburgh,indirect_noisy
CH000272,Legyen praktikus. Kellene egy jó hely enni Sarajevo városában.,restaurant,Sarajevo,indirect_noisy
CH000273,Kevés csomaggal megyek. A szállás kérdése még nyitott Innsbruck városában. Brief me before I arrive in Innsbruck.,hotel|location,Innsbruck,indirect_noisy
CH000274,I haven't sorted a base in Venice yet.,hotel,Venice,indirect_noisy
CH000275,"Kevés csomaggal megyek. Mi a legegyszerűbb módja, hogy bejárjam Amsterdam városát? I haven't sorted a base in Amsterdam yet.",hotel|transport,Amsterdam,indirect_noisy
CH000276,"A repülőjegy már megvan. Hol vacsoráznál Lyon városában? A szállás kérdése még nyitott Lyon városában. Mi az, amit kár lenne kihagyni Lyon városában?",attractions|hotel|restaurant,Lyon,indirect_noisy
CH000277,I need a roof over my head in Vilnius. What's the smartest way to get around Vilnius?,hotel|transport,Vilnius,indirect_noisy
CH000278,"Keep it practical. What's the smartest way to get around Lyon? Food is already arranged, so skip restaurant ideas.",transport,Lyon,indirect_noisy
CH000279,"Kevés csomaggal megyek. Taxik nélkül hogyan közlekedjek Skopje városában? Also, I haven't sorted a base in Skopje yet. Also, Brief me before I arrive in Skopje.",hotel|location|transport,Skopje,indirect_noisy
CH000280,Give me reasons to leave the hotel in Florence.,attractions,Florence,indirect_noisy
CH000281,"Kellene egy bázis Milan városában az éjszakákra. Also, Kellene egy jó hely enni Milan városában. Also, Would outdoor plans be risky in Milan?",hotel|restaurant|weather,Milan,indirect_noisy
CH000282,A repülőjegy már megvan. What would you not skip in Bucharest?; A szállás kérdése még nyitott Bucharest városában.,attractions|hotel,Bucharest,indirect_noisy
CH000283,"Will the weather ruin outdoor plans in Barcelona? Also, Nem lesz autóm Barcelona városában; hogyan járjak?",transport|weather,Barcelona,indirect_noisy
CH000284,I'm flexible on timing. Where would you actually go for dinner in Malta?,restaurant,Malta,indirect_noisy
CH000285,Brief me before I arrive in Zurich.; I need a roof over my head in Zurich.,hotel|location,Zurich,indirect_noisy
CH000286,I won't have a car in Istanbul; how do I move around?,transport,Istanbul,indirect_noisy
CH000287,"i won't have a car in helsinki; how do i move around? also, a szallas kerdese meg nyitott helsinki varosaban.",hotel|transport,Helsinki,indirect_noisy
CH000288,Legyen praktikus. Taxik nélkül hogyan közlekedjek Nice városában?,transport,Nice,indirect_noisy
CH000289,Kevés csomaggal megyek. Hová ülnél be enni Sarajevo városában?,restaurant,Sarajevo,indirect_noisy
CH000290,Az időzítés rugalmas. Hová ülnél be enni Nicosia városában?,restaurant,Nicosia,indirect_noisy
CH000291,"Mi az, amit kár lenne kihagyni Lisbon városában?",attractions,Lisbon,indirect_noisy
CH000292,Find me a table worth booking in Lisbon.; Mivel töltenél el egy délutánt Lisbon városában?; Még nincs hol aludnom Lisbon városában.,attractions|hotel|restaurant,Lisbon,indirect_noisy
CH000293,Elázhatok Nice városában?; Help me avoid taxis in Nice.,transport|weather,Nice,indirect_noisy
CH000294,"Where would you actually go for dinner in Stockholm? Also, I haven't sorted a base in Stockholm yet. Also, Give me reasons to leave the hotel in Stockholm.",attractions|hotel|restaurant,Stockholm,indirect_noisy
CH000295,"I haven't sorted a base in Berlin yet. Also, Brief me before I arrive in Berlin. Also, Taxik nélkül hogyan közlekedjek Berlin városában?",hotel|location|transport,Berlin,indirect_noisy
CH000296,"Az időzítés rugalmas. Nem lesz autóm Venice városában; hogyan járjak? A szállás már megvan, hotelt ne keress.",transport,Venice,indirect_noisy
CH000297,Most leszek ott először. Hol vacsoráznál Reykjavik városában? / Kabát vagy esernyő legyen nálam Reykjavik városában?,restaurant|weather,Reykjavik,indirect_noisy
CH000298,help me avoid taxis in seville.; i haven't sorted a base in seville yet.,hotel|transport,Seville,indirect_noisy
CH000299,Az időzítés rugalmas. Elázhatok Bratislava városában?,weather,Bratislava,indirect_noisy
CH000300,"Az időzítés rugalmas. Érkezés előtt mik a legfontosabb helyi tudnivalók Sarajevo városáról? Also, Give me reasons to leave the hotel in Sarajevo.",attractions|location,Sarajevo,indirect_noisy
CH000301,This is my first time there. Should I pack an umbrella for Berlin? What's the smartest way to get around Berlin?,transport|weather,Berlin,indirect_noisy
CH000302,"Gyors helyi eligazítást kérek Malta városáról. / Mi az, amit kár lenne kihagyni Malta városában? / Should I pack an umbrella for Malta?",attractions|location|weather,Malta,indirect_noisy
CH000303,"Fill an afternoon in Athens with worthwhile stops. Also, Help me avoid taxis in Athens.",attractions|transport,Athens,indirect_noisy
CH000304,What's the smartest way to get around Prague?; Find me a table worth booking in Prague.,restaurant|transport,Prague,indirect_noisy
CH000305,Legyen praktikus. Érkezés előtt mik a legfontosabb helyi tudnivalók Split városáról?,location,Split,indirect_noisy
CH000306,I already have flights. Give me the local basics before I land in Salzburg.,location,Salzburg,indirect_noisy
